City1,City2,Average Fare (AvgFare),Distance,Average weekly passengers (AvgWklyPsgr),market leading airline (LdAirline),market share (LdShare),Average fare (LdAvgFare),Low price airline (LowAirline),market share (LowShare),price (LowFare)
SAN,TPA,177.91,2087.0,273.47,DL,27.1,172.14,WN,15.38,165.25
SAN,TUS,74.62,367.0,469.67,WN,94.07,73.1,WN,94.07,73.1
SAN,IAD,330.21,2276.0,582.17,UA,42.55,440.35,AA,26.97,241.3
SFO,SNA,134.18,372.0,703.36,UA,66.35,140.5,AA,30.82,119.8
SFO,SEA,116.78,678.0,1545.54,UA,52.32,122.59,AS,45.62,109.45
SFO,TPA,237.26,2392.0,193.26,DL,21.54,265.35,CO,16.02,200.96
SFO,IAD,401.23,2442.0,955.65,UA,64.45,490.03,TZ,3.78,182.66
SJC,SNA,77.11,342.0,1970.76,WN,49.97,77.54,AA,48.91,76.66
SJC,SEA,105.84,697.0,1390.65,AS,75.35,106.3,WN,22.04,103.02
SJC,TUS,144.22,721.0,204.56,AS,56.16,143.53,AS,56.16,143.53
SJC,IAD,322.83,2424.0,229.02,UA,37.01,408.1,TZ,13.57,172.45
SNA,SEA,156.01,978.0,1191.84,AS,86.77,157.43,DL,2.19,100.08
SEA,GEG,70.61,224.0,1423.15,AS,68.4,72.6,WN,31.3,66.32
SEA,TPA,162.46,2520.0,312.93,DL,33.03,147.6,AA,23.75,141.21
SEA,TUS,131.47,1216.0,359.23,AS,73.25,126.38,AS,73.25,126.38
SEA,IAD,288.14,2329.0,787.5,UA,46.51,329.2,AS,30.43,252.34
SYR,TPA,136.16,1104.0,184.34,US,33.37,135.82,DL,28.65,118.51
TLH,TPA,83.28,200.0,232.71,FL,99.57,82.55,FL,99.57,82.55
TPA,IAD,159.97,814.0,843.8,US,46.19,159.65,DL,13.89,159.02
TPA,PBI,73.57,174.0,214.45,WN,99.74,73.44,WN,99.74,73.44
IAD,PBI,126.67,859.0,475.65,US,56.28,129.92,DL,38.57,121.94
